,ML_model,mean_fit_time,mean_score_time,mean_test_accuracy,mean_test_f1_score,mean_test_precision,mean_test_recall,param_C,param_bootstrap,param_class_weight,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_penalty,param_solver,params,rank_test_accuracy,rank_test_f1_score,rank_test_precision,rank_test_recall,split0_test_accuracy,split0_test_f1_score,split0_test_precision,split0_test_recall,split1_test_accuracy,split1_test_f1_score,split1_test_precision,split1_test_recall,split2_test_accuracy,split2_test_f1_score,split2_test_precision,split2_test_recall,split3_test_accuracy,split3_test_f1_score,split3_test_precision,split3_test_recall,split4_test_accuracy,split4_test_f1_score,split4_test_precision,split4_test_recall,std_fit_time,std_score_time,std_test_accuracy,std_test_f1_score,std_test_precision,std_test_recall
15,LogisticRegression,7.709179258346557,0.018892335891723632,0.6595,0.4345748512579847,0.33268593382557254,0.6267424649753881,0.0001325711365590111,,,,,,,,,l2,newton-cg,"{'C': 0.0001325711365590111, 'penalty': 'l2', 'solver': 'newton-cg'}",2,17,4,35,0.6666666666666666,0.4380791912384162,0.3381014304291287,0.6220095693779905,0.6606696651674163,0.43084660519698237,0.33161290322580644,0.6148325358851675,0.6655,0.4420350291909925,0.3388746803069054,0.6354916067146283,0.6643321660830416,0.4384937238493724,0.33676092544987146,0.6282973621103117,0.64032016008004,0.4234161988773056,0.3180722891566265,0.6330935251798561,0.6407504231106064,0.002634860196123621,0.009795673256025017,0.0066580884807631874,0.007731027173734875,0.00753138247846515
16,LogisticRegression,8.032861328125,0.019218587875366212,0.6599,0.4369759291057733,0.33400938363992627,0.6320111677165445,0.000339322177189533,,,,,,,,,l2,newton-cg,"{'C': 0.000339322177189533, 'penalty': 'l2', 'solver': 'newton-cg'}",1,3,1,34,0.6666666666666666,0.44277360066833754,0.34017971758664955,0.6339712918660287,0.6591704147926037,0.43166666666666664,0.3312020460358056,0.6196172248803827,0.669,0.4455611390284757,0.34234234234234234,0.6378896882494005,0.6668334167083542,0.4440734557595993,0.3405889884763124,0.6378896882494005,0.6378189094547274,0.4208,0.3157262905162065,0.6306954436450839,0.6485492881715421,0.0033288741632902354,0.011528505851978883,0.009459572321161201,0.009927630693001276,0.006758071096639739
17,LogisticRegression,8.755171155929565,0.018571090698242188,0.6594,0.43673464952862134,0.33361748090955373,0.6324943145961699,0.000868511373751352,,,,,,,,,l2,newton-cg,"{'C': 0.000868511373751352, 'penalty': 'l2', 'solver': 'newton-cg'}",3,4,2,33,0.6681659170414792,0.4438860971524288,0.34149484536082475,0.6339712918660287,0.6551724137931034,0.42307692307692313,0.32519280205655526,0.6052631578947368,0.6645,0.4412989175686928,0.3380102040816326,0.6354916067146283,0.6688344172086043,0.44741235392320533,0.34314980793854033,0.6426858513189448,0.64032016008004,0.42800318217979316,0.3202380952380952,0.645083932853717,0.2691765761050479,0.0022901662165912494,0.010710678211820049,0.0094740154453087,0.009188350214336363,0.014249966326723337
18,LogisticRegression,8.420172262191773,0.026228713989257812,0.6582,0.4371156255779021,0.3331401263078504,0.6358474653769807,0.0022229964825261957,,,,,,,,,l2,newton-cg,"{'C': 0.0022229964825261957, 'penalty': 'l2', 'solver': 'newton-cg'}",4,2,3,32,0.665167416291854,0.44352159468438535,0.33969465648854963,0.638755980861244,0.6536731634182908,0.42298084929225643,0.3243933588761175,0.6076555023923444,0.664,0.43906510851419034,0.33674775928297057,0.6306954436450839,0.6663331665832917,0.4464730290456431,0.3413705583756345,0.645083932853717,0.6418209104552276,0.4335443037974684,0.3234946871310508,0.657074340527578,0.6729371673653098,0.007339961428872145,0.009348448205898731,0.008306797457212982,0.007658154838630185,0.01652764837551101
19,LogisticRegression,8.833012771606445,0.02503485679626465,0.6536,0.43474018218199106,0.32972350681431317,0.6382396693171779,0.005689866029018305,,,,,,,,,l2,newton-cg,"{'C': 0.005689866029018305, 'penalty': 'l2', 'solver': 'newton-cg'}",6,15,5,31,0.6626686656671664,0.4471744471744472,0.33997509339975096,0.65311004784689,0.6486756621689156,0.42044517724649627,0.32075471698113206,0.6100478468899522,0.657,0.4339933993399339,0.33081761006289306,0.6306954436450839,0.6608304152076038,0.4405940594059406,0.33584905660377357,0.6402877697841727,0.6388194097048524,0.43149606299212595,0.3212192262602579,0.657074340527578,0.622771296578925,0.00537425052739501,0.008817169910216164,0.008994054341116988,0.007702133120241529,0.016923890741969105
20,LogisticRegression,11.206807374954224,0.024056386947631837,0.6504,0.4379816288438414,0.32967365549975164,0.6526123776576823,0.014563484775012445,,,,,,,,,l2,newton-cg,"{'C': 0.014563484775012445, 'penalty': 'l2', 'solver': 'newton-cg'}",7,1,6,30,0.6616691654172914,0.45359160613397903,0.34226552984165654,0.6722488038277512,0.6446776611694153,0.42429149797570853,0.32068543451652387,0.6267942583732058,0.658,0.44026186579378074,0.3341614906832298,0.645083932853717,0.6533266633316658,0.43886639676113354,0.3312958435207824,0.6498800959232613,0.6343171585792896,0.4328937160589604,0.31995412844036697,0.6690647482014388,1.2471136279291184,0.0021781500047744,0.009845492931968066,0.009624577250028351,0.008445778852317124,0.016657580055937062
21,LogisticRegression,12.198845767974854,0.02346186637878418,0.644,0.4363765401715176,0.32592942367146477,0.6602798302984405,0.03727593720314938,,,,,,,,,l2,newton-cg,"{'C': 0.03727593720314938, 'penalty': 'l2', 'solver': 'newton-cg'}",9,5,8,29,0.6591704147926037,0.45786963434022254,0.34285714285714286,0.6889952153110048,0.6376811594202898,0.41860465116279066,0.3148371531966224,0.6244019138755981,0.6515,0.4410585404971933,0.3313253012048193,0.6594724220623501,0.6423211605802901,0.4347826086956522,0.3242924528301887,0.6594724220623501,0.6293146573286643,0.4295612009237876,0.3163265306122449,0.6690647482014388,1.4994422637458398,0.0036994118451882194,0.010438609276557933,0.013031255744393894,0.010332029902874183,0.020934630676046926
22,LogisticRegression,11.740358448028564,0.027654552459716798,0.6407,0.43552948669638125,0.324059840790317,0.6641135566188198,0.09540954763499963,,,,,,,,,l2,newton-cg,"{'C': 0.09540954763499963, 'penalty': 'l2', 'solver': 'newton-cg'}",10,12,9,28,0.6531734132933533,0.45440251572327045,0.33840749414519905,0.6913875598086124,0.6356821589205397,0.41912350597609566,0.3142174432497013,0.6291866028708134,0.6515,0.44373503591380686,0.33253588516746413,0.6666666666666666,0.6358179089544772,0.43213728549141966,0.3202312138728324,0.6642685851318945,0.6273136568284142,0.4282425172678434,0.3148984198645598,0.6690647482014388,0.9348612068786614,0.006434123884272879,0.010004225433842018,0.012309068110210092,0.00972896048752668,0.019978937226310958
23,LogisticRegression,11.635746908187866,0.02244391441345215,0.6392,0.43535226702221863,0.3233113970835386,0.666507286037199,0.2442053094548655,,,,,,,,,l2,newton-cg,"{'C': 0.2442053094548655, 'penalty': 'l2', 'solver': 'newton-cg'}",11,13,10,27,0.6526736631684158,0.45745511319281806,0.33951332560834296,0.7009569377990431,0.6361819090454772,0.4194577352472089,0.3145933014354067,0.6291866028708134,0.648,0.4394904458598726,0.3289630512514899,0.6618705035971223,0.6333166583291646,0.43134212567882074,0.31880733944954126,0.6666666666666666,0.6258129064532266,0.4290076335877863,0.3146696528555431,0.6738609112709832,0.2130173249607686,0.003808230057736683,0.009817381170925538,0.012766945589786277,0.009649216793709427,0.02304983996267564
24,LogisticRegression,15.38131833076477,0.023599576950073243,0.6385,0.4357749311796419,0.3232091388850558,0.6689001583422257,0.6250551925273976,,,,,,,,,l2,newton-cg,"{'C': 0.6250551925273976, 'penalty': 'l2', 'solver': 'newton-cg'}",12,10,11,26,0.6491754122938531,0.4549689440993789,0.3367816091954023,0.7009569377990431,0.6371814092953523,0.42563291139240506,0.31796690307328607,0.6435406698564593,0.6485,0.43984063745019913,0.32935560859188545,0.6618705035971223,0.6308154077038519,0.42701863354037267,0.3157290470723307,0.6594724220623501,0.6268134067033517,0.43140243902439024,0.31620111731843575,0.6786570743405276,0.964791984875461,0.004616770208860915,0.009069647926718447,0.010805367559061169,0.008421276990063144,0.019519117618227656
25,LogisticRegression,18.795311832427977,0.02621736526489258,0.6375,0.43581397892097384,0.32281712069975327,0.6708181439537365,1.5998587196060574,,,,,,,,,l2,newton-cg,"{'C': 1.5998587196060574, 'penalty': 'l2', 'solver': 'newton-cg'}",13,9,12,25,0.6481759120439781,0.4551083591331269,0.33638443935926776,0.7033492822966507,0.6326836581709145,0.42171518489378446,0.3141852286049238,0.6411483253588517,0.6515,0.44373503591380686,0.33253588516746413,0.6666666666666666,0.6298149074537268,0.42635658914728686,0.3150057273768614,0.6594724220623501,0.6253126563281641,0.4321455648218348,0.31596452328159647,0.6834532374100719,2.2013504579518988,0.012103021129315224,0.010399317573112741,0.012140229016117235,0.00960299265244476,0.02118963876022427
26,LogisticRegression,22.633263635635377,0.02264719009399414,0.6369,0.435933151130246,0.32259702833019294,0.6722599572017027,4.094915062380419,,,,,,,,,l2,newton-cg,"{'C': 4.094915062380419, 'penalty': 'l2', 'solver': 'newton-cg'}",14,8,13,24,0.6486756621689156,0.4546159813809154,0.33639494833524686,0.7009569377990431,0.6296851574212894,0.417910447761194,0.3111111111111111,0.6363636363636364,0.6515,0.4498816101026046,0.3352941176470588,0.6834532374100719,0.6298149074537268,0.4245723172628305,0.3141542002301496,0.6546762589928058,0.6248124062031015,0.43267776096822996,0.3160220994475138,0.6858513189448441,1.8760231500980615,0.005222400198113932,0.010956147488934793,0.014201117574427156,0.010937457684639983,0.023375511541633816
27,LogisticRegression,25.37963228225708,0.029845809936523436,0.6355,0.4353076916698328,0.321692454799882,0.6732216234667768,10.481131341546874,,,,,,,,,l2,newton-cg,"{'C': 10.481131341546874, 'penalty': 'l2', 'solver': 'newton-cg'}",15,14,17,5,0.6441779110444777,0.4497681607418856,0.3321917808219178,0.6961722488038278,0.6261869065467266,0.41379310344827586,0.3076923076923077,0.631578947368421,0.651,0.4503937007874016,0.33528722157092616,0.6858513189448441,0.6298149074537268,0.42635658914728686,0.3150057273768614,0.6594724220623501,0.6263131565782891,0.4362264150943396,0.31828193832599116,0.6930455635491607,2.480014319340839,0.011011222451611135,0.01018853159017748,0.014005942599580365,0.010464478427213783,0.024508045335279508
28,LogisticRegression,24.413938283920288,0.02690234184265137,0.6355,0.43602021050557005,0.3220328922010383,0.6751368845593382,26.826957952797272,,,,,,,,,l2,newton-cg,"{'C': 26.826957952797272, 'penalty': 'l2', 'solver': 'newton-cg'}",15,6,14,2,0.6441779110444777,0.4497681607418856,0.3321917808219178,0.6961722488038278,0.6286856571714143,0.418167580266249,0.3108265424912689,0.638755980861244,0.6485,0.44776119402985076,0.33294392523364486,0.6834532374100719,0.631815907953977,0.4303405572755418,0.3177142857142857,0.6666666666666666,0.624312156078039,0.43406179351921637,0.31648351648351647,0.6906474820143885,1.0449011320731811,0.02532957489841951,0.009267937144999653,0.011678209696074963,0.008914836355075187,0.0207280897278419
29,LogisticRegression,19.87879252433777,0.015331649780273437,0.6354,0.43595614482658296,0.3219577074751443,0.6751375529241678,68.66488450042998,,,,,,,,,l2,newton-cg,"{'C': 68.66488450042998, 'penalty': 'l2', 'solver': 'newton-cg'}",17,7,15,1,0.6446776611694153,0.4492641363284276,0.3321878579610538,0.69377990430622,0.6276861569215393,0.41751368256450355,0.31010452961672474,0.638755980861244,0.6475,0.44705882352941173,0.3321678321678322,0.6834532374100719,0.6323161580790395,0.43155452436194897,0.3184931506849315,0.6690647482014388,0.6248124062031015,0.4343891402714933,0.31683168316831684,0.6906474820143885,3.1501246943642056,0.0030296045708581468,0.009095136951023814,0.011511507208989202,0.008806624401635321,0.020091990326851272
30,LogisticRegression,16.694585227966307,0.015022993087768555,0.6349,0.4356293003085433,0.32160163729921704,0.6751368845593382,175.75106248547965,,,,,,,,,l2,newton-cg,"{'C': 175.75106248547965, 'penalty': 'l2', 'solver': 'newton-cg'}",18,11,18,2,0.6436781609195402,0.448569218870843,0.3314285714285714,0.69377990430622,0.6271864067966016,0.41809672386895474,0.3101851851851852,0.6411483253588517,0.648,0.4474097331240188,0.33255542590431736,0.6834532374100719,0.6313156578289144,0.4300077339520495,0.317351598173516,0.6666666666666666,0.624312156078039,0.43406179351921637,0.31648351648351647,0.6906474820143885,1.2437221945945458,0.002665979643399491,0.009307216337797745,0.011383240303055478,0.00884577655521521,0.019415790077491463
31,LogisticRegression,21.213779306411745,0.013114833831787109,0.6343,0.43471344663569644,0.3209306451880031,0.6736985152547817,449.8432668969453,,,,,,,,,l2,newton-cg,"{'C': 449.8432668969453, 'penalty': 'l2', 'solver': 'newton-cg'}",19,16,19,4,0.6431784107946027,0.4482225656877898,0.3310502283105023,0.69377990430622,0.6271864067966016,0.41809672386895474,0.3101851851851852,0.6411483253588517,0.6475,0.44619010212097404,0.3317757009345794,0.6810551558752997,0.6313156578289144,0.4300077339520495,0.317351598173516,0.6666666666666666,0.6223111555777889,0.4310474755086662,0.3142857142857143,0.6858513189448441,3.081843419637205,0.0013384496401604097,0.009552973051611909,0.01119035285155784,0.008860375214563872,0.01851846409165381
32,LogisticRegression,22.272029829025268,0.013324213027954102,0.6342,0.4344672412141515,0.3207727754141854,0.6732198071208105,1151.3953993264481,,,,,,,,,l2,newton-cg,"{'C': 1151.3953993264481, 'penalty': 'l2', 'solver': 'newton-cg'}",20,18,20,6,0.6426786606696652,0.4478764478764478,0.330672748004561,0.69377990430622,0.6266866566716641,0.4168618266978923,0.3093858632676709,0.638755980861244,0.648,0.44654088050314467,0.3321637426900585,0.6810551558752997,0.6313156578289144,0.4300077339520495,0.317351598173516,0.6666666666666666,0.6223111555777889,0.4310474755086662,0.3142857142857143,0.6858513189448441,2.4565158065374373,0.0014920569894913448,0.009679167352183259,0.01155284639821638,0.009069715753033242,0.019365269606633224
33,LogisticRegression,22.056502962112425,0.014290380477905273,0.634,0.4343306569859267,0.3206228311628902,0.6732198071208105,2947.0517025518097,,,,,,,,,l2,newton-cg,"{'C': 2947.0517025518097, 'penalty': 'l2', 'solver': 'newton-cg'}",37,35,37,6,0.6426786606696652,0.4478764478764478,0.330672748004561,0.69377990430622,0.6266866566716641,0.4168618266978923,0.3093858632676709,0.638755980861244,0.6475,0.44619010212097404,0.3317757009345794,0.6810551558752997,0.6308154077038519,0.42967542503863987,0.3169897377423033,0.6666666666666666,0.6223111555777889,0.4310474755086662,0.3142857142857143,0.6858513189448441,4.330428230912887,0.0024965744626741326,0.009568864827046795,0.01150628945835651,0.009001134975030514,0.019365269606633224
34,LogisticRegression,21.246246671676637,0.013636589050292969,0.6341,0.43440081266236086,0.320700439513986,0.6732198071208105,7543.120063354608,,,,,,,,,l2,newton-cg,"{'C': 7543.120063354608, 'penalty': 'l2', 'solver': 'newton-cg'}",23,21,23,6,0.6426786606696652,0.4478764478764478,0.330672748004561,0.69377990430622,0.6266866566716641,0.4168618266978923,0.3093858632676709,0.638755980861244,0.648,0.44654088050314467,0.3321637426900585,0.6810551558752997,0.6308154077038519,0.42967542503863987,0.3169897377423033,0.6666666666666666,0.6223111555777889,0.4310474755086662,0.3142857142857143,0.6858513189448441,4.751771499582286,0.0012279943832277744,0.00971098213767761,0.011579222735848688,0.009098111602376129,0.019365269606633224
35,LogisticRegression,24.176638221740724,0.014396953582763671,0.6341,0.43440081266236086,0.320700439513986,0.6732198071208105,19306.977288832535,,,,,,,,,l2,newton-cg,"{'C': 19306.977288832535, 'penalty': 'l2', 'solver': 'newton-cg'}",23,21,23,6,0.6426786606696652,0.4478764478764478,0.330672748004561,0.69377990430622,0.6266866566716641,0.4168618266978923,0.3093858632676709,0.638755980861244,0.648,0.44654088050314467,0.3321637426900585,0.6810551558752997,0.6308154077038519,0.42967542503863987,0.3169897377423033,0.6666666666666666,0.6223111555777889,0.4310474755086662,0.3142857142857143,0.6858513189448441,6.838833903243409,0.002214878590219332,0.00971098213767761,0.011579222735848688,0.009098111602376129,0.019365269606633224
36,LogisticRegression,25.43155632019043,0.019862651824951172,0.6341,0.43440081266236086,0.320700439513986,0.6732198071208105,49417.13361323838,,,,,,,,,l2,newton-cg,"{'C': 49417.13361323838, 'penalty': 'l2', 'solver': 'newton-cg'}",23,21,23,6,0.6426786606696652,0.4478764478764478,0.330672748004561,0.69377990430622,0.6266866566716641,0.4168618266978923,0.3093858632676709,0.638755980861244,0.648,0.44654088050314467,0.3321637426900585,0.6810551558752997,0.6308154077038519,0.42967542503863987,0.3169897377423033,0.6666666666666666,0.6223111555777889,0.4310474755086662,0.3142857142857143,0.6858513189448441,2.244846655550829,0.012194247375600946,0.00971098213767761,0.011579222735848688,0.009098111602376129,0.019365269606633224
37,LogisticRegression,26.544355630874634,0.01626596450805664,0.6341,0.43440081266236086,0.320700439513986,0.6732198071208105,126485.52168552957,,,,,,,,,l2,newton-cg,"{'C': 126485.52168552957, 'penalty': 'l2', 'solver': 'newton-cg'}",23,21,23,6,0.6426786606696652,0.4478764478764478,0.330672748004561,0.69377990430622,0.6266866566716641,0.4168618266978923,0.3093858632676709,0.638755980861244,0.648,0.44654088050314467,0.3321637426900585,0.6810551558752997,0.6308154077038519,0.42967542503863987,0.3169897377423033,0.6666666666666666,0.6223111555777889,0.4310474755086662,0.3142857142857143,0.6858513189448441,4.538920774881488,0.004400608885373343,0.00971098213767761,0.011579222735848688,0.009098111602376129,0.019365269606633224
38,LogisticRegression,26.000765752792358,0.014537954330444336,0.6342,0.4344672412141515,0.3207727754141854,0.6732198071208105,323745.7542817653,,,,,,,,,l2,newton-cg,"{'C': 323745.7542817653, 'penalty': 'l2', 'solver': 'newton-cg'}",20,18,20,6,0.6426786606696652,0.4478764478764478,0.330672748004561,0.69377990430622,0.6266866566716641,0.4168618266978923,0.3093858632676709,0.638755980861244,0.648,0.44654088050314467,0.3321637426900585,0.6810551558752997,0.6313156578289144,0.4300077339520495,0.317351598173516,0.6666666666666666,0.6223111555777889,0.4310474755086662,0.3142857142857143,0.6858513189448441,1.456648991631351,0.0023975707966390385,0.009679167352183259,0.01155284639821638,0.009069715753033242,0.019365269606633224
39,LogisticRegression,26.930116748809816,0.014864635467529298,0.6341,0.43440081266236086,0.320700439513986,0.6732198071208105,828642.7728546859,,,,,,,,,l2,newton-cg,"{'C': 828642.7728546859, 'penalty': 'l2', 'solver': 'newton-cg'}",23,21,23,6,0.6426786606696652,0.4478764478764478,0.330672748004561,0.69377990430622,0.6266866566716641,0.4168618266978923,0.3093858632676709,0.638755980861244,0.648,0.44654088050314467,0.3321637426900585,0.6810551558752997,0.6308154077038519,0.42967542503863987,0.3169897377423033,0.6666666666666666,0.6223111555777889,0.4310474755086662,0.3142857142857143,0.6858513189448441,4.35044750161233,0.0012881837366606117,0.00971098213767761,0.011579222735848688,0.009098111602376129,0.019365269606633224
40,LogisticRegression,25.810947799682616,0.013135623931884766,0.6341,0.43440081266236086,0.320700439513986,0.6732198071208105,2120950.8879201924,,,,,,,,,l2,newton-cg,"{'C': 2120950.8879201924, 'penalty': 'l2', 'solver': 'newton-cg'}",23,21,23,6,0.6426786606696652,0.4478764478764478,0.330672748004561,0.69377990430622,0.6266866566716641,0.4168618266978923,0.3093858632676709,0.638755980861244,0.648,0.44654088050314467,0.3321637426900585,0.6810551558752997,0.6308154077038519,0.42967542503863987,0.3169897377423033,0.6666666666666666,0.6223111555777889,0.4310474755086662,0.3142857142857143,0.6858513189448441,6.9389554232692205,0.0029180539543387915,0.00971098213767761,0.011579222735848688,0.009098111602376129,0.019365269606633224
41,LogisticRegression,24.092742586135863,0.017490148544311523,0.6341,0.43440081266236086,0.320700439513986,0.6732198071208105,5428675.439323859,,,,,,,,,l2,newton-cg,"{'C': 5428675.439323859, 'penalty': 'l2', 'solver': 'newton-cg'}",23,21,23,6,0.6426786606696652,0.4478764478764478,0.330672748004561,0.69377990430622,0.6266866566716641,0.4168618266978923,0.3093858632676709,0.638755980861244,0.648,0.44654088050314467,0.3321637426900585,0.6810551558752997,0.6308154077038519,0.42967542503863987,0.3169897377423033,0.6666666666666666,0.6223111555777889,0.4310474755086662,0.3142857142857143,0.6858513189448441,2.7398282191525083,0.00456851719651236,0.00971098213767761,0.011579222735848688,0.009098111602376129,0.019365269606633224
42,LogisticRegression,23.173835611343385,0.019440889358520508,0.6342,0.4344672412141515,0.3207727754141854,0.6732198071208105,13894954.94373136,,,,,,,,,l2,newton-cg,"{'C': 13894954.94373136, 'penalty': 'l2', 'solver': 'newton-cg'}",20,18,20,6,0.6426786606696652,0.4478764478764478,0.330672748004561,0.69377990430622,0.6266866566716641,0.4168618266978923,0.3093858632676709,0.638755980861244,0.648,0.44654088050314467,0.3321637426900585,0.6810551558752997,0.6313156578289144,0.4300077339520495,0.317351598173516,0.6666666666666666,0.6223111555777889,0.4310474755086662,0.3142857142857143,0.6858513189448441,3.8746316471416753,0.0037284080322213054,0.009679167352183259,0.01155284639821638,0.009069715753033242,0.019365269606633224
43,LogisticRegression,24.92389860153198,0.014920902252197266,0.6341,0.43440081266236086,0.320700439513986,0.6732198071208105,35564803.06223121,,,,,,,,,l2,newton-cg,"{'C': 35564803.06223121, 'penalty': 'l2', 'solver': 'newton-cg'}",23,21,23,6,0.6426786606696652,0.4478764478764478,0.330672748004561,0.69377990430622,0.6266866566716641,0.4168618266978923,0.3093858632676709,0.638755980861244,0.648,0.44654088050314467,0.3321637426900585,0.6810551558752997,0.6308154077038519,0.42967542503863987,0.3169897377423033,0.6666666666666666,0.6223111555777889,0.4310474755086662,0.3142857142857143,0.6858513189448441,3.8435163999331956,0.002362378492961151,0.00971098213767761,0.011579222735848688,0.009098111602376129,0.019365269606633224
44,LogisticRegression,27.78914408683777,0.019633674621582033,0.6341,0.43440081266236086,0.320700439513986,0.6732198071208105,91029817.79915264,,,,,,,,,l2,newton-cg,"{'C': 91029817.79915264, 'penalty': 'l2', 'solver': 'newton-cg'}",23,21,23,6,0.6426786606696652,0.4478764478764478,0.330672748004561,0.69377990430622,0.6266866566716641,0.4168618266978923,0.3093858632676709,0.638755980861244,0.648,0.44654088050314467,0.3321637426900585,0.6810551558752997,0.6308154077038519,0.42967542503863987,0.3169897377423033,0.6666666666666666,0.6223111555777889,0.4310474755086662,0.3142857142857143,0.6858513189448441,5.4245110463142225,0.007474918085302414,0.00971098213767761,0.011579222735848688,0.009098111602376129,0.019365269606633224
45,LogisticRegression,31.45619034767151,0.021684837341308594,0.6341,0.43440081266236086,0.320700439513986,0.6732198071208105,232995181.05153814,,,,,,,,,l2,newton-cg,"{'C': 232995181.05153814, 'penalty': 'l2', 'solver': 'newton-cg'}",23,21,23,6,0.6426786606696652,0.4478764478764478,0.330672748004561,0.69377990430622,0.6266866566716641,0.4168618266978923,0.3093858632676709,0.638755980861244,0.648,0.44654088050314467,0.3321637426900585,0.6810551558752997,0.6308154077038519,0.42967542503863987,0.3169897377423033,0.6666666666666666,0.6223111555777889,0.4310474755086662,0.3142857142857143,0.6858513189448441,4.506431647270153,0.006429350395303585,0.00971098213767761,0.011579222735848688,0.009098111602376129,0.019365269606633224
46,LogisticRegression,27.74078426361084,0.017949628829956054,0.6341,0.43440081266236086,0.320700439513986,0.6732198071208105,596362331.6594661,,,,,,,,,l2,newton-cg,"{'C': 596362331.6594661, 'penalty': 'l2', 'solver': 'newton-cg'}",23,21,23,6,0.6426786606696652,0.4478764478764478,0.330672748004561,0.69377990430622,0.6266866566716641,0.4168618266978923,0.3093858632676709,0.638755980861244,0.648,0.44654088050314467,0.3321637426900585,0.6810551558752997,0.6308154077038519,0.42967542503863987,0.3169897377423033,0.6666666666666666,0.6223111555777889,0.4310474755086662,0.3142857142857143,0.6858513189448441,6.354243479613959,0.0028564133599969566,0.00971098213767761,0.011579222735848688,0.009098111602376129,0.019365269606633224
47,LogisticRegression,30.5219367980957,0.01990499496459961,0.6341,0.43440081266236086,0.320700439513986,0.6732198071208105,1526417967.1752365,,,,,,,,,l2,newton-cg,"{'C': 1526417967.1752365, 'penalty': 'l2', 'solver': 'newton-cg'}",23,21,23,6,0.6426786606696652,0.4478764478764478,0.330672748004561,0.69377990430622,0.6266866566716641,0.4168618266978923,0.3093858632676709,0.638755980861244,0.648,0.44654088050314467,0.3321637426900585,0.6810551558752997,0.6308154077038519,0.42967542503863987,0.3169897377423033,0.6666666666666666,0.6223111555777889,0.4310474755086662,0.3142857142857143,0.6858513189448441,2.2340710648527944,0.002513323521714489,0.00971098213767761,0.011579222735848688,0.009098111602376129,0.019365269606633224
48,LogisticRegression,31.941234016418456,0.023599529266357423,0.6341,0.43440081266236086,0.320700439513986,0.6732198071208105,3906939937.0546207,,,,,,,,,l2,newton-cg,"{'C': 3906939937.0546207, 'penalty': 'l2', 'solver': 'newton-cg'}",23,21,23,6,0.6426786606696652,0.4478764478764478,0.330672748004561,0.69377990430622,0.6266866566716641,0.4168618266978923,0.3093858632676709,0.638755980861244,0.648,0.44654088050314467,0.3321637426900585,0.6810551558752997,0.6308154077038519,0.42967542503863987,0.3169897377423033,0.6666666666666666,0.6223111555777889,0.4310474755086662,0.3142857142857143,0.6858513189448441,6.366998306944084,0.009122944442935313,0.00971098213767761,0.011579222735848688,0.009098111602376129,0.019365269606633224
49,LogisticRegression,23.60765528678894,0.014682245254516602,0.6341,0.43440081266236086,0.320700439513986,0.6732198071208105,10000000000.0,,,,,,,,,l2,newton-cg,"{'C': 10000000000.0, 'penalty': 'l2', 'solver': 'newton-cg'}",23,21,23,6,0.6426786606696652,0.4478764478764478,0.330672748004561,0.69377990430622,0.6266866566716641,0.4168618266978923,0.3093858632676709,0.638755980861244,0.648,0.44654088050314467,0.3321637426900585,0.6810551558752997,0.6308154077038519,0.42967542503863987,0.3169897377423033,0.6666666666666666,0.6223111555777889,0.4310474755086662,0.3142857142857143,0.6858513189448441,2.416766519098589,0.0074973358834903156,0.00971098213767761,0.011579222735848688,0.009098111602376129,0.019365269606633224
0,RandomForestClassifier,0.15109825134277344,0.028224754333496093,0.6255,0.4223026655400944,0.31167855989937526,0.6569235264420042,,False,balanced,entropy,5,log2,3,5,10,,,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 10}",478,449,480,156,0.6186906546726637,0.4293193717277487,0.31229597388465724,0.6866028708133971,0.6231884057971014,0.4109375,0.3051044083526682,0.6291866028708134,0.6325,0.4280155642023346,0.31682027649769584,0.6594724220623501,0.6463231615807904,0.4103419516263553,0.3145780051150895,0.5899280575539568,0.6068034017008505,0.4329004329004329,0.30959752321981426,0.7194244604316546,0.004426182435201785,0.0015097614865076487,0.013292943764478508,0.009657859285104264,0.004069173035704623,0.04482875104641305
1,RandomForestClassifier,0.21068100929260253,0.03390321731567383,0.6315,0.43590707984251914,0.32050901656888925,0.6818474871777219,,False,balanced,entropy,5,log2,3,5,16,,,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 16}",464,255,459,72,0.6366816591704147,0.442056792018419,0.3254237288135593,0.6889952153110048,0.6296851574212894,0.4224473889321902,0.3132947976878613,0.6483253588516746,0.656,0.4531001589825119,0.3388822829964328,0.6834532374100719,0.6188094047023511,0.4313432835820895,0.3131094257854821,0.6930455635491607,0.6163081540770385,0.43058648849294723,0.3118279569892473,0.6954436450839329,0.009675588234701738,0.0020457976647153217,0.014297242998749429,0.010618908237980243,0.010429420417469304,0.017251586873998387
